App,TestClass,TestFilePath,ProductionFilePath,RelativeTestFilePath,RelativeProductionFilePath,NumberOfMethods,Assertion Roulette,Conditional Test Logic,Constructor Initialization,Default Test,EmptyTest,Exception Catching Throwing,General Fixture,Mystery Guest,Print Statement,Redundant Assertion,Sensitive Equality,Verbose Test,Sleepy Test,Eager Test,Lazy Test,Duplicate Assert,Unknown Test,IgnoredTest,Resource Optimism,Magic Number Test,Dependent Test
TestProject,TestSmell083.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell083.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell083.java,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
TestProject,TestSmell084.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell084.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell084.java,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
TestProject,TestSmell085.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell085.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell085.java,,,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
TestProject,TestSmell086.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell086.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell086.java,,,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
TestProject,TestSmell087.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell087.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell087.java,,,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TestProject,TestSmell088.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell088.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell088.java,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TestProject,TestSmell089.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell089.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell089.java,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
TestProject,TestSmell090.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell090.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell090.java,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TestProject,TestSmell091.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell091.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell091.java,,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0
TestProject,TestSmell092.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell092.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell092.java,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TestProject,TestSmell093.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell093.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell093.java,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TestProject,TestSmell094.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell094.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell094.java,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TestProject,TestSmell095.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell095.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell095.java,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TestProject,TestSmell096.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell096.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell096.java,,,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
TestProject,TestSmell097.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell097.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell097.java,,,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TestProject,TestSmell098.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell098.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell098.java,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
TestProject,TestSmell099.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell099.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell099.java,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TestProject,TestSmell100.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell100.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell100.java,,,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0
TestProject,TestSmell101.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell101.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell101.java,,,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TestProject,TestSmell102.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell102.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell102.java,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
TestProject,TestSmell103.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell103.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell103.java,,,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
TestProject,TestSmell104.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell104.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell104.java,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TestProject,TestSmell105.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell105.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell105.java,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
TestProject,TestSmell106.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell106.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell106.java,,,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
TestProject,TestSmell107.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell107.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell107.java,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
TestProject,TestSmell108.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell108.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell108.java,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TestProject,TestSmell109.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell109.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell109.java,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
TestProject,TestSmell110.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell110.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell110.java,,,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
TestProject,TestSmell111.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell111.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell111.java,,,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
TestProject,TestSmell112.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell112.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell112.java,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
TestProject,TestSmell113.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell113.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell113.java,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
TestProject,TestSmell114.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell114.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell114.java,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
TestProject,TestSmell115.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell115.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell115.java,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
TestProject,TestSmell116.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell116.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell116.java,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
TestProject,TestSmell117.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell117.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell117.java,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
TestProject,TestSmell118.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell118.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell118.java,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
TestProject,TestSmell119.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell119.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell119.java,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
TestProject,TestSmell120.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell120.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell120.java,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
TestProject,TestSmell121.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell121.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell121.java,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
TestProject,TestSmell122.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell122.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell122.java,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
TestProject,TestSmell123.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell123.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell123.java,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
TestProject,TestSmell124.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell124.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell124.java,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TestProject,TestSmell125.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell125.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell125.java,,,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
TestProject,TestSmell126.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell126.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell126.java,,,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
TestProject,TestSmell127.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell127.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell127.java,,,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
TestProject,TestSmell128.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell128.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell128.java,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TestProject,TestSmell129.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell129.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell129.java,,,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TestProject,TestSmell130.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell130.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell130.java,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TestProject,TestSmell131.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell131.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell131.java,,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
TestProject,TestSmell132.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell132.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell132.java,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TestProject,TestSmell133.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell133.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell133.java,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TestProject,TestSmell134.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell134.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell134.java,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TestProject,TestSmell135.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell135.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell135.java,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
TestProject,TestSmell136.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell136.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell136.java,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TestProject,TestSmell137.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell137.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell137.java,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
TestProject,TestSmell138.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell138.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell138.java,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TestProject,TestSmell139.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell139.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell139.java,,,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
TestProject,TestSmell140.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell140.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell140.java,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TestProject,TestSmell141.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell141.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell141.java,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TestProject,TestSmell142.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell142.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell142.java,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TestProject,TestSmell143.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell143.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell143.java,,,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
TestProject,TestSmell144.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell144.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell144.java,,,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
TestProject,TestSmell145.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell145.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell145.java,,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
TestProject,TestSmell146.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell146.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell146.java,,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
TestProject,TestSmell147.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell147.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell147.java,,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
TestProject,TestSmell148.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell148.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell148.java,,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
TestProject,TestSmell149.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell149.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell149.java,,,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
TestProject,TestSmell150.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell150.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell150.java,,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
TestProject,TestSmell151.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell151.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell151.java,,,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0
TestProject,TestSmell152.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell152.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell152.java,,,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
TestProject,TestSmell153.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell153.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell153.java,,,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
TestProject,TestSmell154.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell154.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell154.java,,,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
TestProject,TestSmell155.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell155.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell155.java,,,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
TestProject,TestSmell156.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell156.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell156.java,,,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
TestProject,TestSmell157.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell157.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell157.java,,,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
TestProject,TestSmell158.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell158.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell158.java,,,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
TestProject,TestSmell159.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell159.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell159.java,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
TestProject,TestSmell160.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell160.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell160.java,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
TestProject,TestSmell161.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell161.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell161.java,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
TestProject,TestSmell162.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell162.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell162.java,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
TestProject,TestSmell163.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell163.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell163.java,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
TestProject,TestSmell164.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell164.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell164.java,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
TestProject,TestSmell165.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell165.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell165.java,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
TestProject,TestSmell166.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell166.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell166.java,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
